id,iata_code,iata_city_code,iata_country_code,name,inserted_at,updated_at,source_type,alternative_names,icao_code,disabled_at,city_name,latitude,longitude,time_zone
arp_vra_cu,VRA,VRA,CU,Juan Gualberto Gómez Airport,2023-03-17T13:41:37.575543Z,2023-03-17T13:41:37.575543Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Varadero Airport""}",MUVR,,Varadero,23.035752,-81.436308,America/Havana
arp_cct_ar,CCT,CCT,AR,Colonia Catriel Airport,2023-03-17T13:41:37.575577Z,2023-03-17T13:41:37.575577Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Catriel,-37.908779,-67.831754,America/Argentina/Salta
arp_lmn_my,LMN,LMN,MY,Limbang Airport,2023-03-17T13:41:37.704024Z,2023-03-17T13:41:37.704024Z,ALGORITHM,{},WBGJ,,Limbang,4.808688,115.009528,Asia/Kuching
arp_xbo_bf,XBO,XBO,BF,Boulsa Airport,2023-03-17T13:41:37.711592Z,2023-03-17T13:41:37.711592Z,ALGORITHM,{},DFEA,,Boulsa,12.654029,-0.567887,Africa/Ouagadougou
arp_fra_de,FRA,FRA,DE,Frankfurt am Main Airport,2023-03-17T13:41:37.575604Z,2023-03-17T13:41:37.575604Z,ALGORITHM_AND_MANUAL_REVIEW,{},EDDF,,Frankfurt,50.034866,8.567755,Europe/Berlin
arp_ths_th,THS,THS,TH,Sukhothai Airport,2023-03-17T13:41:37.712376Z,2023-03-17T13:41:37.712376Z,ALGORITHM,{},VTPO,,Sukhothai,17.23775,99.818266,Asia/Bangkok
arp_npr_br,NPR,NPR,BR,Novo Progresso Airport,2023-03-17T13:41:37.575083Z,2023-03-17T13:41:37.575083Z,ALGORITHM,{},SJNP,,Novo Progresso,-7.125548,-55.400614,America/Santarem
arp_gud_ml,GUD,GUD,ML,Goundam Airport,2023-03-17T13:41:37.758044Z,2023-03-17T13:41:37.758044Z,ALGORITHM,{},GAGM,,Goundam,16.360981,-3.59938,Africa/Bamako
arp_ctk_us,CTK,CTK,US,Canton Municipal Airport,2023-03-17T13:41:38.193015Z,2023-03-17T13:41:38.193015Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Canton,43.309214,-96.570499,America/Chicago
arp_bdi_sc,BDI,BDI,SC,Bird Island Airport,2023-03-17T13:41:37.575112Z,2023-03-17T13:41:37.575112Z,ALGORITHM,{},FSSB,,Bird Island,-3.723536,55.205453,Indian/Mahe
arp_rty_au,RTY,RTY,AU,Merty Merty Airport,2023-03-17T13:41:37.575632Z,2023-03-17T13:41:37.575632Z,ALGORITHM_AND_MANUAL_REVIEW,{},YMYT,,Merty Merty,-28.5833,140.317,Australia/Adelaide
arp_jdh_in,JDH,JDH,IN,Jodhpur Airport,2023-03-17T13:41:37.832583Z,2023-03-17T13:41:37.832583Z,ALGORITHM,{},VIJO,,Jodhpur,26.255325,73.049538,Asia/Kolkata
arp_owa_us,OWA,OWA,US,Owatonna Degner Regional Airport,2023-03-17T13:41:37.575141Z,2023-03-17T13:41:37.575141Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Owatonna,44.120915,-93.251317,America/Chicago
arp_gdq_et,GDQ,GDQ,ET,Gondar Airport,2023-03-17T13:41:38.193044Z,2023-03-17T13:41:38.193044Z,ALGORITHM,{},HAGN,,Gondar,12.519168,37.433141,Africa/Addis_Ababa
arp_nir_us,NIR,NIR,US,Chase Field Industrial Airport,2023-03-17T13:41:37.575168Z,2023-03-17T13:41:37.575168Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Beeville,28.359575,-97.657979,America/Chicago
arp_igg_us,IGG,IGG,US,Igiugig Airport,2023-03-17T13:41:37.57567Z,2023-03-17T13:41:37.57567Z,ALGORITHM,{},PAIG,,Igiugig,59.323992,-155.902133,America/Anchorage
arp_ibl_mz,IBL,IBL,MZ,Indigo Bay Lodge Airport,2023-03-17T13:41:38.193074Z,2023-03-17T13:41:38.193074Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Bazaruto Island,-21.704972,35.450567,Africa/Maputo
arp_axp_bs,AXP,AXP,BS,Spring Point Airport,2023-03-17T13:41:38.19926Z,2023-03-17T13:41:38.19926Z,ALGORITHM,{},MYAP,,Spring Point,22.441923,-73.97078,America/Nassau
arp_coi_us,COI,COI,US,Merritt Island Airport,2023-03-17T13:41:38.199312Z,2023-03-17T13:41:38.199312Z,ALGORITHM,{},KCOI,,Merritt Island,28.342167,-80.687795,America/New_York
arp_odw_us,ODW,ODW,US,A.J. Eisenberg Airport,2023-03-17T13:41:38.19942Z,2023-03-17T13:41:38.19942Z,ALGORITHM,{},KOKH,,Oak Harbor,48.251239,-122.67502,America/Los_Angeles
arp_hbd_pg,HBD,HBD,PG,Habi Airport,2023-03-17T13:41:38.199452Z,2023-03-17T13:41:38.199452Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Habi,-6.320181,142.488989,Pacific/Port_Moresby
arp_irm_ru,IRM,IRM,RU,Igrim Airport,2023-03-17T13:41:38.199561Z,2023-03-17T13:41:38.199561Z,ALGORITHM_AND_MANUAL_REVIEW,{},USHI,,Igrim,63.19893,64.439976,Asia/Yekaterinburg
arp_mkz_my,MKZ,MKZ,MY,Malacca Airport,2023-03-17T13:41:38.199593Z,2023-03-17T13:41:38.199593Z,ALGORITHM,{},WMKM,,Malacca,2.262148,102.2511,Asia/Kuala_Lumpur
arp_mgt_au,MGT,MGT,AU,Milingimbi Airport,2023-03-17T13:41:38.199684Z,2023-03-17T13:41:38.199684Z,ALGORITHM,{},YMGB,,Milingimbi Island,-12.094167,134.893838,Australia/Darwin
arp_arw_ro,ARW,ARW,RO,Arad International Airport,2023-03-17T13:41:38.19972Z,2023-03-17T13:41:38.19972Z,ALGORITHM,{},LRAR,,Arad,46.17651,21.26234,Europe/Bucharest
arp_nla_zm,NLA,NLA,ZM,Simon Mwansa Kapwepwe International Airport,2023-03-17T13:41:38.199755Z,2023-03-17T13:41:38.199755Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Ndola Airport""}",FLND,,Ndola,-12.99643,28.663119,Africa/Lusaka
arp_ikl_cd,IKL,IKL,CD,Ikela Airport,2023-03-17T13:41:37.906616Z,2023-03-17T13:41:37.906616Z,ALGORITHM,{},FZGV,,Ikela,-1.048109,23.372501,Africa/Kinshasa
arp_lnv_pg,LNV,LNV,PG,Lihir Island Airport,2023-03-17T13:41:37.928084Z,2023-03-17T13:41:37.928084Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Londolovit Airport""}",AYKY,,Kunaye/Londolovit,-3.043775,152.629085,Pacific/Port_Moresby
arp_ppq_nz,PPQ,PPQ,NZ,Kapiti Coast Airport,2023-03-17T13:41:37.575704Z,2023-03-17T13:41:37.575704Z,ALGORITHM,{},NZPP,,Paraparaumu,-40.902679,174.986761,Pacific/Auckland
arp_mjv_es,MJV,MJV,ES,San Javier Airport,2023-03-17T13:41:37.928786Z,2023-03-17T13:41:37.928786Z,ALGORITHM,{},LELC,,Murcia,37.776068,-0.814213,Europe/Madrid
arp_mbb_au,MBB,MBB,AU,Marble Bar Airport,2023-03-17T13:41:37.9392Z,2023-03-17T13:41:37.9392Z,ALGORITHM,{},YMBL,,Marble Bar,-21.162918,119.834296,Australia/Perth
arp_tmo_ve,TMO,TMO,VE,Tumeremo Airport,2023-03-17T13:41:37.611595Z,2023-03-17T13:41:37.611595Z,ALGORITHM,{},SVTM,,Tumeremo,7.250528,-61.526241,America/Caracas
arp_ygr_ca,YGR,YGR,CA,Îles-de-la-Madeleine Airport,2023-03-17T13:41:37.939922Z,2023-03-17T13:41:37.939922Z,ALGORITHM_AND_MANUAL_REVIEW,{},CYGR,,Iles de La Madeleine,47.424128,-61.77665,America/Halifax
arp_hta_ru,HTA,HTA,RU,Chita-Kadala International Airport,2023-03-17T13:41:37.575733Z,2023-03-17T13:41:37.575733Z,ALGORITHM_AND_MANUAL_REVIEW,{},UIAA,,Chita,52.025197,113.305937,Asia/Chita
arp_hty_tr,HTY,HTY,TR,Hatay Airport,2023-03-17T13:41:37.57576Z,2023-03-17T13:41:37.57576Z,ALGORITHM,{},LTDA,,Hatay,36.363131,36.282618,Europe/Istanbul
arp_sbx_us,SBX,SBX,US,Shelby Airport,2023-03-17T13:41:37.95164Z,2023-03-17T13:41:37.95164Z,ALGORITHM,{},KSBX,,Shelby,48.54092,-111.870786,America/Denver
arp_ilq_pe,ILQ,ILQ,PE,Ilo Airport,2023-03-17T13:41:37.960733Z,2023-03-17T13:41:37.960733Z,ALGORITHM,{},SPLO,,Ilo,-17.695031,-71.343581,America/Lima
arp_puk_pf,PUK,PUK,PF,Pukarua Airport,2023-03-17T13:41:38.008022Z,2023-03-17T13:41:38.008022Z,ALGORITHM,{},NTGQ,,Pukarua,-18.2956,-137.016998,Pacific/Tahiti
arp_mcf_us,MCF,TPA,US,Mac Dill Air Force Base Airport,2023-03-17T13:41:37.575788Z,2023-03-17T13:41:37.575788Z,ALGORITHM_AND_MANUAL_REVIEW,{},KMCF,,Tampa,27.844834,-82.492516,America/New_York
arp_tjb_id,TJB,TJB,ID,Sei Bati Airport,2023-03-17T13:41:38.016289Z,2023-03-17T13:41:38.016289Z,ALGORITHM_AND_MANUAL_REVIEW,{},WIBT,,Tanjung Balai,1.052656,103.39305,Asia/Jakarta
arp_hoa_ke,HOA,HOA,KE,Hola Airport,2023-03-17T13:41:37.575815Z,2023-03-17T13:41:37.575815Z,ALGORITHM,{},HKHO,,Hola,-1.521999,40.004001,Africa/Nairobi
arp_ulb_vu,ULB,ULB,VU,Ulei Airport,2023-03-17T13:41:38.043638Z,2023-03-17T13:41:38.043638Z,ALGORITHM,{},NVSU,,Ambryn Island,-16.32978,168.30094,Pacific/Efate
arp_nlp_za,NLP,NLP,ZA,Nelspruit Airport,2023-03-17T13:41:38.057815Z,2023-03-17T13:41:38.057815Z,ALGORITHM,{},FANS,,Nelspruit,-25.500023,30.913842,Africa/Johannesburg
arp_bhp_np,BHP,BHP,NP,Bhojpur Airport,2023-03-17T13:41:38.058643Z,2023-03-17T13:41:38.058643Z,ALGORITHM,{},VNBJ,,Bhojpur,27.147667,87.050821,Asia/Katmandu
arp_zha_cn,ZHA,ZHA,CN,Zhanjiang Airport,2023-03-17T13:41:38.07164Z,2023-03-17T13:41:38.07164Z,ALGORITHM,{},ZGZJ,,Zhanjiang,21.214574,110.359978,Asia/Shanghai
arp_ccb_us,CCB,CCB,US,Cable Airport,2023-03-17T13:41:37.575196Z,2023-03-17T13:41:37.575196Z,ALGORITHM,{},KCCB,,Upland,34.111201,-117.686,America/Los_Angeles
arp_mbj_jm,MBJ,MBJ,JM,Sangster International Airport,2023-03-17T13:41:37.575847Z,2023-03-17T13:41:37.575847Z,ALGORITHM,{},MKJS,,Montego Bay,18.502981,-77.913916,America/Jamaica
arp_vhv_ru,VHV,VHV,RU,Verkhnevilyuysk Airport,2023-03-17T13:41:38.073505Z,2023-03-17T13:41:38.073505Z,ALGORITHM,{},UENI,,Verkhnevilyuysk,63.457984,120.272739,Asia/Yakutsk
arp_iil_ir,IIL,IIL,IR,Ilam Airport,2023-03-17T13:41:37.612997Z,2023-03-17T13:41:37.612997Z,ALGORITHM,{},OICI,,Ilam,33.586553,46.402084,Asia/Tehran
arp_dij_fr,DIJ,DIJ,FR,Dijon-Bourgogne Airport,2023-03-17T13:41:38.104329Z,2023-03-17T13:41:38.104329Z,ALGORITHM,{},LFSD,,Dijon,47.270798,5.088056,Europe/Paris
arp_rrr_pf,RRR,RRR,PF,Raroia Airport,2023-03-17T13:41:38.107961Z,2023-03-17T13:41:38.107961Z,ALGORITHM,{},NTKO,,Raroia,-16.045,-142.476944,Pacific/Tahiti
arp_mjl_ga,MJL,MJL,GA,Mouilla Ville Airport,2023-03-17T13:41:38.108918Z,2023-03-17T13:41:38.108918Z,ALGORITHM,{},FOGM,,Mouila,-1.845139,11.056699,Africa/Libreville
arp_kyx_pg,KYX,KYX,PG,Yalumet Airport,2023-03-17T13:41:37.575223Z,2023-03-17T13:41:37.575223Z,ALGORITHM_AND_MANUAL_REVIEW,{},AYYE,,Yalumet,-6.124636,146.599635,Pacific/Port_Moresby
arp_sxl_ie,SXL,SXL,IE,Sligo Airport,2023-03-17T13:41:38.135875Z,2023-03-17T13:41:38.135875Z,ALGORITHM,{},EISG,,Sligo,54.279707,-8.599088,Europe/Dublin
arp_nqt_gb,NQT,NQT,GB,Nottingham Airport,2023-03-17T13:41:38.148552Z,2023-03-17T13:41:38.148552Z,ALGORITHM,{},EGBN,,Nottingham,52.919358,-1.080012,Europe/London
arp_mcj_co,MCJ,MCJ,CO,Jorge Isaacs Airport,2023-03-17T13:41:37.575881Z,2023-03-17T13:41:37.575881Z,ALGORITHM_AND_MANUAL_REVIEW,"{""La Mina Airport"",""Maicao Airport""}",SKLM,,Maicao,11.231839,-72.491636,America/Bogota
arp_dru_us,DRU,DRU,US,Drummond Airport,2023-03-17T13:41:38.162515Z,2023-03-17T13:41:38.162515Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Drummond,46.008758,-83.74585,America/Detroit
arp_tsj_jp,TSJ,TSJ,JP,Tsushima Airport,2023-03-17T13:41:38.191744Z,2023-03-17T13:41:38.191744Z,ALGORITHM,{},RJDT,,Tsushima,34.28556,129.328622,Asia/Tokyo
arp_pbb_br,PBB,PBB,BR,Paranaíba Airport,2023-03-17T13:41:37.575258Z,2023-03-17T13:41:37.575258Z,ALGORITHM_AND_MANUAL_REVIEW,{},SSPN,,Paranaíba,-19.64982,-51.200736,America/Campo_Grande
arp_aoe_tr,AOE,ESK,TR,Anadolu Airport,2023-03-17T13:41:37.575285Z,2023-03-17T13:41:37.575285Z,ALGORITHM,{},LTBY,,Eskişehir,39.811218,30.520975,Europe/Istanbul
arp_ulm_us,ULM,ULM,US,New Ulm Municipal Airport,2023-03-17T13:41:37.575313Z,2023-03-17T13:41:37.575313Z,ALGORITHM,{},KULM,,New Ulm,44.319521,-94.502258,America/Chicago
arp_ppg_as,PPG,PPG,AS,Pago Pago International Airport,2023-03-17T13:41:37.575342Z,2023-03-17T13:41:37.575342Z,ALGORITHM,{},NSTU,,Pago Pago,-14.331194,-170.710697,Pacific/Pago_Pago
arp_ksb_pg,KSB,KSB,PG,Kasanombe Airport,2023-03-17T13:41:37.57591Z,2023-03-17T13:41:37.57591Z,ALGORITHM_AND_MANUAL_REVIEW,{},AYNM,,Kasanombe,-6.569807,146.725972,Pacific/Port_Moresby
arp_lgq_ec,LGQ,LGQ,EC,Lago Agrio Airport,2023-03-17T13:41:37.575939Z,2023-03-17T13:41:37.575939Z,ALGORITHM,{},SENL,,Lago Agrio,0.092697,-76.866986,America/Guayaquil
arp_bjw_id,BJW,BJW,ID,Bajawa Soa Airport,2023-03-17T13:41:37.575964Z,2023-03-17T13:41:37.575964Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Turelelo-Soa Airport""}",WATB,,Bajawa,-8.708041,121.057678,Asia/Makassar
arp_fpy_us,FPY,FPY,US,Perry-Foley Airport,2023-03-17T13:41:37.575994Z,2023-03-17T13:41:37.575994Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Perry,30.074833,-83.578266,America/New_York
arp_pik_gb,PIK,GLA,GB,Glasgow Prestwick Airport,2023-03-17T13:41:37.576021Z,2023-03-17T13:41:37.576021Z,ALGORITHM_AND_MANUAL_REVIEW,{},EGPK,,Glasgow,55.510005,-4.611032,Europe/London
arp_kpp_au,KPP,KPP,AU,Kalpowar Airport,2023-03-17T13:41:37.576083Z,2023-03-17T13:41:37.576083Z,ALGORITHM_AND_MANUAL_REVIEW,{},YKPR,,Kalpowar,-14.889873,144.22004,Australia/Brisbane
arp_cmf_fr,CMF,CMF,FR,Chambéry Airport,2023-03-17T13:41:37.57611Z,2023-03-17T13:41:37.57611Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Chambéry-Savoie Airport"",""Chambéry Aix-les-Bains Airport""}",LFLB,,Chambery,45.638053,5.882186,Europe/Paris
arp_gvi_pg,GVI,GVI,PG,Green River Airport,2023-03-17T13:41:37.576138Z,2023-03-17T13:41:37.576138Z,ALGORITHM_AND_MANUAL_REVIEW,{},AYGV,,Green River,-3.90155,141.176973,Pacific/Port_Moresby
arp_wut_cn,WUT,WUT,CN,Xinzhou Wutaishan Airport,2023-03-17T13:41:37.576166Z,2023-03-17T13:41:37.576166Z,ALGORITHM,{},ZBXZ,,Xinzhou,38.597456,112.969173,Asia/Shanghai
arp_bea_pg,BEA,BEA,PG,Bereina Airport,2023-03-17T13:41:37.5762Z,2023-03-17T13:41:37.5762Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Bereina,-8.65,146.483,Pacific/Port_Moresby
arp_dac_bd,DAC,DAC,BD,Dhaka Shahjalal International Airport,2023-03-17T13:41:37.576227Z,2023-03-17T13:41:37.576227Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Hazrat Shahjalal International Airport""}",VGHS,,Dhaka,23.844185,90.400279,Asia/Dhaka
arp_nqx_us,NQX,EYW,US,Key West Naval Air Station,2023-03-17T13:41:37.576256Z,2023-03-17T13:41:37.576256Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Boca Chica Field Airport""}",KNQX,,Key West,24.576518,-81.688969,America/New_York
arp_ixg_in,IXG,IXG,IN,Belgaum Airport,2023-03-17T13:41:37.576283Z,2023-03-17T13:41:37.576283Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Sambre Airport""}",VOBM,,Belgaum,15.860176,74.615619,Asia/Kolkata
arp_tui_sa,TUI,TUI,SA,Turaif Domestic Airport,2023-03-17T13:41:37.57631Z,2023-03-17T13:41:37.57631Z,ALGORITHM,{},OETR,,Turaif,31.691086,38.732294,Asia/Riyadh
arp_ptg_za,PTG,PTG,ZA,Polokwane International Airport,2023-03-17T13:41:37.576337Z,2023-03-17T13:41:37.576337Z,ALGORITHM_AND_MANUAL_REVIEW,{},FAPP,,Polokwane,-23.85821,29.454046,Africa/Johannesburg
arp_ixp_in,IXP,IXP,IN,Pathankot Airport,2023-03-17T13:41:37.576365Z,2023-03-17T13:41:37.576365Z,ALGORITHM,{},VIPK,,Pathankot,32.234409,75.633509,Asia/Kolkata
arp_muy_cg,MUY,MUY,CG,Mouyondzi Airport,2023-03-17T13:41:37.588945Z,2023-03-17T13:41:37.588945Z,ALGORITHM,{},FCBM,,Mouyondzi,-4.014817,13.966724,Africa/Brazzaville
arp_rks_us,RKS,RKS,US,Rock Springs-Sweetwater County Airport,2023-03-17T13:41:37.589002Z,2023-03-17T13:41:37.589002Z,ALGORITHM,{},KRKS,,Rock Springs,41.594649,-109.064856,America/Denver
arp_cda_au,CDA,CDA,AU,Cooinda Airport,2023-03-17T13:41:37.589026Z,2023-03-17T13:41:37.589026Z,ALGORITHM,{},YCOO,,Cooinda,-12.903304,132.532802,Australia/Darwin
arp_hbg_us,HBG,LUL,US,Hattiesburg Bobby L Chain Municipal Airport,2023-03-17T13:41:37.589046Z,2023-03-17T13:41:37.589046Z,ALGORITHM,{},KHBG,,Hattiesburg,31.266653,-89.252881,America/Chicago
arp_kpa_pg,KPA,KPA,PG,Kopiago Airport,2023-03-17T13:41:37.589064Z,2023-03-17T13:41:37.589064Z,ALGORITHM_AND_MANUAL_REVIEW,{},AYKG,,Kopiago,-5.388567,142.498161,Pacific/Port_Moresby
arp_cno_us,CNO,CNO,US,Chino Airport,2023-03-17T13:41:37.589081Z,2023-03-17T13:41:37.589081Z,ALGORITHM,{},KCNO,,Chino,33.976468,-117.637242,America/Los_Angeles
arp_hie_us,HIE,HIE,US,Mount Washington Regional Airport,2023-03-17T13:41:37.589098Z,2023-03-17T13:41:37.589098Z,ALGORITHM,{},KHIE,,Whitefield,44.36741,-71.545141,America/New_York
arp_bxj_kz,BXJ,ALA,KZ,Boraldai Airport,2023-03-17T13:41:37.589114Z,2023-03-17T13:41:37.589114Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Burundai Airport"",""Borolday Airport""}",UAAR,,Almaty,43.351933,76.882966,Asia/Almaty
arp_huf_us,HUF,HUF,US,Terre Haute Regional Airport,2023-03-17T13:41:37.589133Z,2023-03-17T13:41:37.589133Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Hulman Field Airport""}",KHUF,,Terre Haute,39.451623,-87.308037,America/New_York
arp_bvo_us,BVO,BVO,US,Bartlesville Municipal Airport,2023-03-17T13:41:37.58915Z,2023-03-17T13:41:37.58915Z,ALGORITHM,{},KBVO,,Bartlesville,36.762789,-96.010924,America/Chicago
arp_scd_hn,SCD,SCD,HN,Sulaco Airport,2023-03-17T13:41:37.589166Z,2023-03-17T13:41:37.589166Z,ALGORITHM_AND_MANUAL_REVIEW,{},MHUL,,Sulaco,14.907283,-87.263336,America/Tegucigalpa
arp_ysu_ca,YSU,YSU,CA,Summerside Airport,2023-03-17T13:41:37.589182Z,2023-03-17T13:41:37.589182Z,ALGORITHM,{},CYSU,,Summerside,46.439974,-63.83221,America/Halifax
arp_jar_us,JAR,JAR,US,Jahrom Airport,2023-03-17T13:41:37.589199Z,2023-03-17T13:41:37.589199Z,ALGORITHM_AND_MANUAL_REVIEW,{},OISJ,,Jahrom,28.586837,53.580049,Asia/Tehran
arp_kbi_cm,KBI,KBI,CM,Kribi Airport,2023-03-17T13:41:37.589215Z,2023-03-17T13:41:37.589215Z,ALGORITHM,{},FKKB,,Kribi,2.873938,9.977674,Africa/Douala
arp_dpa_us,DPA,CHI,US,DuPage Airport,2023-03-17T13:41:37.589231Z,2023-03-17T13:41:37.589231Z,ALGORITHM_AND_MANUAL_REVIEW,{},KDPA,,Chicago,41.907279,-88.25084,America/Chicago
arp_fum_pg,FUM,FUM,PG,Fuma Airport,2023-03-17T13:41:37.589248Z,2023-03-17T13:41:37.589248Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Fuma,-6.393177,142.438854,Pacific/Port_Moresby
arp_txl_de,TXL,BER,DE,Berlin Tegel Airport,2023-03-17T13:41:37.589264Z,2023-03-17T13:41:37.589264Z,ALGORITHM,{},EDDT,2021-04-16T10:20:00,Berlin,52.558044,13.288889,Europe/Berlin
arp_azz_ao,AZZ,AZZ,AO,Ambriz Airport,2023-03-17T13:41:37.58931Z,2023-03-17T13:41:37.58931Z,ALGORITHM,{},FNAM,,Ambriz,-7.862221,13.116107,Africa/Luanda
arp_igu_br,IGU,IGU,BR,Foz do Iguaçu/Cataratas International Airport,2023-03-17T13:41:37.589329Z,2023-03-17T13:41:37.589329Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Cataratas International Airport""}",SBFI,,Foz do Iguaçu,-25.599422,-54.486171,America/Sao_Paulo
arp_nnl_us,NNL,NNL,US,Nondalton Airport,2023-03-17T13:41:37.589347Z,2023-03-17T13:41:37.589347Z,ALGORITHM,{},PANO,,Nondalton,59.979621,-154.839347,America/Anchorage
arp_slv_in,SLV,SLV,IN,Shimla Airport,2023-03-17T13:41:37.589366Z,2023-03-17T13:41:37.589366Z,ALGORITHM,{},VISM,,Shimla,31.083013,77.067078,Asia/Kolkata
arp_ava_cn,AVA,AVA,CN,Anshun Huangguoshu Airport,2023-03-17T13:41:37.589382Z,2023-03-17T13:41:37.589382Z,ALGORITHM,{},ZUAS,,Anshun,26.258398,105.874401,Asia/Shanghai
arp_cxb_bd,CXB,CXB,BD,Cox's Bazar Airport,2023-03-17T13:41:37.589399Z,2023-03-17T13:41:37.589399Z,ALGORITHM,{},VGCB,,Cox's Bazar,21.451343,91.964697,Asia/Dhaka
arp_ccy_us,CCY,CCY,US,Northeast Iowa Regional Airport,2023-03-17T13:41:37.589415Z,2023-03-17T13:41:37.589415Z,ALGORITHM,{},KCCY,,Charles City,43.071728,-92.60998,America/Chicago
